,Unnamed: 0,Reference,Bibliography,Instance number,First Layer,Counter Electrode,Reference Electrode,WE area(cm2),Power(W),Wavelength(nm),Intensity(mW/cm2),AM1.5G,ElectrolyteType,Electrolyte Molarity (M),pH,BandGap(eV),Bias vs what,Experimental Bias (V),correction factor, RHE bias (V vs RHE),PhotocurrentDensity(mA/cm2)
2094,3037,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.47,0,1.47,1.495
2095,3038,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.449,0,1.449,1.495
2096,3039,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.429,0,1.429,1.495
2097,3040,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.413,0,1.413,1.495
2098,3041,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.389,0,1.389,1.48
2099,3042,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.363,0,1.363,1.467
2100,3043,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.342,0,1.342,1.439
2101,3044,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.328,0,1.328,1.419
2102,3045,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.31,0,1.31,1.393
2103,3046,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.289,0,1.289,1.363
2104,3047,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.27,0,1.27,1.34
2105,3048,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.25,0,1.25,1.315
2106,3049,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.234,0,1.234,1.292
2107,3050,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.208,0,1.208,1.249
2108,3051,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.181,0,1.181,1.208
2109,3052,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.161,0,1.161,1.152
2110,3053,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.143,0,1.143,1.091
2111,3054,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.121,0,1.121,1.03
2112,3055,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.101,0,1.101,0.954
2113,3056,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.078,0,1.078,0.876
2114,3057,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.059,0,1.059,0.789
2115,3058,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.039,0,1.039,0.708
2116,3059,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,1.021,0,1.021,0.622
2117,3060,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,0.997,0,0.997,0.533
2118,3061,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,0.981,0,0.981,0.464
2119,3062,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,0.959,0,0.959,0.393
2120,3063,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,0.936,0,0.936,0.33
2121,3064,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,0.919,0,0.919,0.292
2122,3065,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,0.897,0,0.897,0.228
2123,3066,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,0.878,0,0.878,0.178
2124,3067,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,0.859,0,0.859,0.14
2125,3068,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,0.839,0,0.839,0.112
2126,3069,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,0.818,0,0.818,0.071
2127,3070,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,0.789,0,0.789,0.041
2128,3071,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,0.757,0,0.757,0.023
2129,3072,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,0.709,0,0.709,0.005
2130,3073,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,0.674,0,0.674,0.005
2131,3074,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",437,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.07,RHE,0.633,0,0.633,0.003
2132,3075,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,0.63,0,0.63,-0.005
2133,3076,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,0.67,0,0.67,0.003
2134,3077,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,0.716,0,0.716,0.005
2135,3078,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,0.749,0,0.749,0.005
2136,3079,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,0.78,0,0.78,0.008
2137,3080,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,0.82,0,0.82,0.015
2138,3081,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,0.855,0,0.855,0.015
2139,3082,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,0.886,0,0.886,0.03
2140,3083,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,0.93,0,0.93,0.038
2141,3084,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,0.969,0,0.969,0.053
2142,3085,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,0.994,0,0.994,0.058
2143,3086,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,1.017,0,1.017,0.071
2144,3087,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,1.042,0,1.042,0.081
2145,3088,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,1.065,0,1.065,0.094
2146,3089,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,1.107,0,1.107,0.112
2147,3090,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,1.136,0,1.136,0.129
2148,3091,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,1.16,0,1.16,0.142
2149,3092,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,1.195,0,1.195,0.15
2150,3093,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,1.233,0,1.233,0.162
2151,3094,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,1.266,0,1.266,0.173
2152,3095,72,"Fu Z, Jiang T, Zhang L, Liu B, Wang D, Wang L, et al. Surface treatment with Al3+on a Ti-doped α-Fe 2O3 nanorod array photoanode for efficient photoelectrochemical water splitting. J Mater Chem A 2014;2:13705–12. https://doi.org/10.1039/c4ta02527j.",438,FeO,Pt wire,Ag/AgCl,0.173,500,410,100,0,NaOH,1,13.6,2.05,RHE,1.292,0,1.292,0.19
